customer_id,store_id,first_name,last_name,email,active,create_date,last_update,address,district,city,postal_code,country,phone
132,2,ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1158 Mandi Bahauddin Parkway",Shanxi,Datong,98484,China,276555730211
133,1,PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1673 Tangail Drive",Daugavpils,Daugavpils,26857,Latvia,627924259271
134,1,EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","217 Botshabelo Place","Southern Mindanao",Davao,49521,Philippines,665356572025
135,2,JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1966 Amroha Avenue",Sichuan,Daxian,70385,China,333489324603
136,2,ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","32 Pudukkottai Lane",Ohio,Dayton,38834,"United States",967274728547
137,2,RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1936 Lapu-Lapu Parkway","Bauchi & Gombe","Deba Habe",7122,Nigeria,653436985797
138,1,HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","698 Jelets Boulevard",Denizli,Denizli,2596,Turkey,975185523021
139,1,AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1838 Tabriz Lane",Dhaka,Dhaka,1195,Bangladesh,38988715447
140,1,EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","495 Bhimavaram Lane",Maharashtra,"Dhule (Dhulia)",3,India,82088937724
141,1,DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1322 Mosul Parkway",Shandong,Dongying,95400,China,268053970382
142,1,APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","44 Najafabad Way",Baskimaa,"Donostia-San Sebastin",61391,Spain,96604821070
143,1,LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","241 Mosul Lane",Risaralda,"Dos Quebradas",76157,Colombia,765345144779
144,1,CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","442 Rae Bareli Place",Nordrhein-Westfalen,Duisburg,24321,Germany,886636413768
145,1,LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","483 Ljubertsy Parkway",Scotland,Dundee,60562,"United Kingdom",581174211853
146,1,JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","740 Udaipur Lane","Nizni Novgorod",Dzerzinsk,33505,"Russian Federation",497288595103
147,2,JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1217 Konotop Avenue",Gelderland,Ede,504,Netherlands,718917251754
148,1,ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1155 Liaocheng Place","Oyo & Osun",Effon-Alaiye,22650,Nigeria,558236142492
149,1,VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","659 Gatineau Boulevard","La Paz","El Alto",28587,Bolivia,205524798287
150,2,DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","814 Simferopol Loop",Sinaloa,"El Fuerte",48745,Mexico,524567129902
151,2,MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1866 al-Qatif Avenue",California,"El Monte",89420,"United States",546793516940
152,1,ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","270 Toulon Boulevard",Kalmykia,Elista,81766,"Russian Federation",407752414682
153,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","753 Ilorin Avenue",Sichuan,Emeishan,3656,China,464511145118
154,2,MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1854 Okara Boulevard",Drenthe,Emmen,42123,Netherlands,131912793873
155,1,GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","804 Elista Drive",Hubei,Enshi,61069,China,379804592943
156,1,BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","319 Springs Loop",Baijeri,Erlangen,99552,Germany,72524459905
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","203 Tambaram Street","Buenos Aires",Escobar,73942,Argentina,411549550611
158,1,VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1531 Sal Drive",Esfahan,Esfahan,53628,Iran,648856936185
159,1,JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1269 Ipoh Avenue",Eskisehir,Eskisehir,54674,Turkey,402630109080
160,2,ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","211 Chiayi Drive","Uttar Pradesh",Etawah,58186,India,665993880048
161,1,GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","166 Jinchang Street","Buenos Aires",Ezeiza,86760,Argentina,717566026669
162,2,LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1774 Yaound Place",Hubei,Ezhou,91400,China,613124286867
163,1,CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1447 Imus Way",Tahiti,Faaa,48942,"French Polynesia",539758313890
164,2,JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1568 Celaya Parkway",Kaohsiung,Fengshan,34750,Taiwan,278669994384
165,2,LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","9 San Miguel de Tucumn Manor","Uttar Pradesh",Firozabad,90845,India,956188728558
166,1,LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","734 Tanshui Avenue",Caquet,Florencia,70664,Colombia,366776723320
167,2,SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1135 Izumisano Parkway",California,Fontana,48150,"United States",171822533480
168,1,REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","928 Jaffna Loop",Hiroshima,Fukuyama,93762,Japan,581852137991
169,2,ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,"2006-02-14 22:04:36","2006-02-15 04:57:20","454 Nakhon Sawan Boulevard",Funafuti,Funafuti,76383,Tuvalu,963887147572
170,1,BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1333 Haldia Street",Jilin,Fuyu,82161,China,408304391718
171,2,DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1308 Sumy Loop",Fujian,Fuzhou,30657,China,583021225407
172,1,BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1967 Sincelejo Place",Gujarat,Gandhinagar,73644,India,577812616052
173,1,AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1895 Zhezqazghan Drive",California,"Garden Grove",36693,"United States",137809746111
174,2,YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1894 Boa Vista Way",Texas,Garland,77464,"United States",239357986667
175,1,ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1153 Allende Way",Qubec,Gatineau,20336,Canada,856872225376
176,1,JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","984 Novoterkassk Loop",Gaziantep,Gaziantep,28165,Turkey,435118527255
177,2,SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","331 Bydgoszcz Parkway",Asturia,Gijn,966,Spain,537374465982
178,2,MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","118 Jaffna Loop","Northern Mindanao",Gingoog,10447,Philippines,325526730021
179,1,DANA,HART,DANA.HART@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","984 Effon-Alaiye Avenue",Gois,Goinia,17119,Brazil,132986892228
180,2,STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1688 Nador Lane","Sulawesi Utara",Gorontalo,61613,Indonesia,652218196731
181,2,ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","333 Goinia Way",Texas,"Grand Prairie",78625,"United States",909029256431
182,1,RENEE,LANE,RENEE.LANE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1010 Klerksdorp Way",Steiermark,Graz,6802,Austria,493008546874
183,2,IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","369 Papeete Way","North Carolina",Greensboro,66639,"United States",170117068815
184,1,VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","817 Laredo Avenue",Jalisco,Guadalajara,77449,Mexico,151249681135
185,1,ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","259 Ipoh Drive","So Paulo",Guaruj,64964,Brazil,419009857119
186,2,HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","758 Junan Lane",Gois,"guas Lindas de Gois",82639,Brazil,935448624185
187,2,BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1049 Matamoros Parkway",Karnataka,Gulbarga,69640,India,960505250340
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","127 Iwakuni Boulevard","Central Luzon",Hagonoy,20777,Philippines,987442542471
189,1,LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","904 Clarksville Drive",Zhejiang,Haining,52234,China,955349440539
190,2,YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1149 A Corua (La Corua) Boulevard",Haiphong,Haiphong,95824,Vietnam,470884141195
191,1,JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","435 0 Way","West Bengali",Haldia,74750,India,760171523969
192,1,LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1844 Usak Avenue","Nova Scotia",Halifax,84461,Canada,164414772677
193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1027 Banjul Place","West Bengali",Halisahar,50390,India,538241037443
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1966 Tonghae Street","Anhalt Sachsen",Halle/Saale,36481,Germany,567359279425
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","154 Tallahassee Loop",Xinxiang,Hami,62250,China,935508855935
196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","478 Joliet Way",Hamilton,Hamilton,77948,"New Zealand",657282285970
197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","68 Ponce Parkway",Hanoi,Hanoi,85926,Vietnam,870635127812
198,2,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","781 Shimonoseki Drive","Michoacn de Ocampo",Hidalgo,95444,Mexico,632316273199
199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","446 Kirovo-Tepetsk Lane",Osaka,Higashiosaka,19428,Japan,303967439816
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","345 Oshawa Boulevard",Tokyo-to,Hino,32114,Japan,104491201771
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1635 Kuwana Boulevard",Hiroshima,Hiroshima,52137,Japan,710603868323
202,2,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","434 Ourense (Orense) Manor",Hodeida,Hodeida,14122,Yemen,562370137426
203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1587 Sullana Lane","Inner Mongolia",Hohhot,85769,China,468060467018
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","791 Salinas Street",Punjab,Hoshiarpur,40509,India,129953030512
205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","381 Kabul Way",Taipei,Hsichuh,87272,Taiwan,55477302294
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","500 Lincoln Parkway",Jiangsu,Huaian,95509,China,550306965159
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","788 Atinsk Street",Karnataka,Hubli-Dharwad,81691,India,146497509724
208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","966 Asuncin Way",Hidalgo,"Huejutla de Reyes",62703,Mexico,995527378381
209,2,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1002 Ahmadnagar Manor",Mxico,Huixquilucan,93026,Mexico,371490777743
210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1746 Faaa Way",Huanuco,Hunuco,32515,Peru,863080561151
211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","543 Bergamo Avenue","Minas Gerais",Ibirit,59686,Brazil,103602195112
212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1736 Cavite Place",Qina,Idfu,98775,Egypt,431770603551
213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1888 Kabul Drive","Oyo & Osun",Ife,20936,Nigeria,701457319790
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","955 Bamenda Way","Ondo & Ekiti",Ikerre,1545,Nigeria,768481779568
215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","951 Springs Lane","Central Mindanao",Iligan,96115,Philippines,165164761435
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1177 Jelets Way","Kwara & Kogi",Ilorin,3305,Nigeria,484292626944
217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","953 Hodeida Street","Southern Tagalog",Imus,18841,Philippines,53912826864
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","457 Tongliao Loop",Bursa,Inegl,56254,Turkey,880756161823
219,2,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","316 Uruapan Street",Perak,Ipoh,58194,Malaysia,275788967899
220,2,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1949 Sanya Street",Gumma,Isesaki,61244,Japan,132100972047
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1867 San Juan Bautista Tuxtepec Avenue",Ivanovo,Ivanovo,78311,"Russian Federation",547003310357
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1148 Saarbrcken Parkway",Fukushima,Iwaki,1921,Japan,137773001988
223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1964 Allappuzha (Alleppey) Street",Yamaguchi,Iwakuni,48980,Japan,920811325222
224,2,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","168 Cianjur Manor",Saitama,Iwatsuki,73824,Japan,679095087143
225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","767 Pyongyang Drive",Osaka,Izumisano,83536,Japan,667736124769
226,2,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","692 Amroha Drive",Northern,Jaffna,35575,"Sri Lanka",359478883004
227,1,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","81 Hodeida Way",Rajasthan,Jaipur,55561,India,250767749542
228,2,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","456 Escobar Way","Jakarta Raya",Jakarta,36061,Indonesia,719202533520
229,1,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","346 Skikda Parkway",Hawalli,"Jalib al-Shuyukh",90628,Kuwait,630424482919
230,2,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1816 Bydgoszcz Loop",Dhaka,Jamalpur,64308,Bangladesh,965273813662
231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","810 Palghat (Palakkad) Boulevard",Jaroslavl,Jaroslavl,73431,"Russian Federation",516331171356
232,2,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1050 Garden Grove Avenue",Slaskie,Jastrzebie-Zdrj,4999,Poland,973047364353
233,2,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","725 Isesaki Place",Mekka,Jedda,74428,"Saudi Arabia",876295323994
234,1,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1913 Kamakura Place",Lipetsk,Jelets,97287,"Russian Federation",942570536750
235,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","176 Mandaluyong Place","Uttar Pradesh",Jhansi,65213,India,627705991774
236,1,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","475 Atinsk Way",Gansu,Jinchang,59571,China,201705577290
237,1,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1837 Kaduna Parkway","Inner Mongolia",Jining,82580,China,640843562301
238,1,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","844 Bucuresti Place",Liaoning,Jinzhou,36603,China,935952366111
239,2,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","60 Poos de Caldas Street",Rajasthan,Jodhpur,82338,India,963063788669
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","270 Tambaram Parkway",Gauteng,Johannesburg,9668,"South Africa",248446668735
241,2,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,0,"2006-02-14 22:04:36","2006-02-15 04:57:20","786 Matsue Way",Illinois,Joliet,37469,"United States",111177206479
242,1,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","760 Miyakonojo Drive",Guerrero,"Jos Azueta",64682,Mexico,294449058179
243,1,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","686 Garland Manor",Cear,"Juazeiro do Norte",52535,Brazil,69493378813
244,2,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","32 Liaocheng Way","Minas Gerais","Juiz de Fora",1944,Brazil,410877354933
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","722 Bradford Lane",Shandong,Junan,90920,China,746251338300
246,1,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","433 Florencia Street",Chihuahua,Jurez,91330,Mexico,561729882725
247,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1168 Najafabad Parkway",Kabol,Kabul,40301,Afghanistan,886649065861
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","320 Brest Avenue",Kaduna,Kaduna,43331,Nigeria,747791594069
249,2,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1287 Xiangfan Boulevard",Gifu,Kakamigahara,57844,Japan,819416131190
250,2,JO,FOWLER,JO.FOWLER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1883 Maikop Lane",Kaliningrad,Kaliningrad,68469,"Russian Federation",96110042435
251,2,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","906 Goinia Way",Wielkopolskie,Kalisz,83565,Poland,701767622697
252,2,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","586 Tete Way",Kanagawa,Kamakura,1079,Japan,18581624103
253,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1793 Meixian Place",Hmelnytskyi,Kamjanets-Podilskyi,33535,Ukraine,619966287415
254,2,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","886 Tonghae Place",Volgograd,Kamyin,19450,"Russian Federation",711928348157
255,2,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1421 Quilmes Lane",Ishikawa,Kanazawa,19151,Japan,135407755975
256,2,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1013 Tabuk Boulevard","West Bengali",Kanchrapara,96203,India,158399646978
257,2,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1191 Sungai Petani Boulevard",Missouri,"Kansas City",9668,"United States",983259819766
258,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1884 Shikarpur Avenue",Haryana,Karnal,85548,India,959949395183
259,2,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1948 Bayugan Parkway",Bihar,Katihar,60622,India,987306329957
260,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","220 Hidalgo Drive",Kermanshah,Kermanshah,45298,Iran,342720754566
261,1,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","374 Bat Yam Boulevard",Kilis,Kilis,97700,Turkey,923261616249
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1417 Lancaster Avenue","Northern Cape",Kimberley,72192,"South Africa",272572357893
263,1,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","588 Vila Velha Manor",Kyongsangbuk,Kimchon,51540,"South Korea",333339908719
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,1,"2006-02-14 22:04:36","2006-02-15 04:57:20","1016 Iwakuni Street","St George",Kingstown,49833,"Saint Vincent and the Grenadines",961370847344
